,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Occupation,Account_Balance,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district
109,Qashqadaryo viloyati - Qarshi,fd29b7a3-ac7a-4ea3-a5e5-d4a4cd87e34b,Brenda Chen,erkak,44,Biznes,119407456,16.92,60,2025-08-27,Jarayonda,Ishchi,9546707,Andijon,Andijon,535564,6,230,5751
110,Qashqadaryo viloyati - Yakkabog‘,c4eec10f-7baf-4825-afc3-e92125aff652,Christine Boyle,erkak,21,Ipoteka,335589329,13.75,60,2025-04-24,Jarayonda,Ishchi,95536306,Surxondaryo,Denov,128469,1,219,5813
111,Farg‘ona viloyati - Marg‘ilon,606edd63-c184-49f0-ad4c-837ecf4aecf9,Keith Jones,ayol,63,Fermerlik,455861426,19.15,36,2021-09-10,To'langan,Boshqaruvchi,14322469,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
112,Navoiy viloyati - Navoiy,b7377e1f-ff53-464c-809d-5203520c1414,Christine Cooley,ayol,35,Ta'lim,217366547,13.63,48,2023-02-26,Jarayonda,Talaba,9458475,Fargʻona,Marg‘ilon,251803,4,266,15042
113,Sirdaryo viloyati - Shirin,71464618-5fce-41f8-ba25-4cecb6197680,David Houston,ayol,50,Biznes,429107412,22.6,48,2023-05-18,Jarayonda,Boshqaruvchi,76251204,Toshkent viloyati,Chinoz,78727,2,127,9337
114,Xorazm viloyati - Xiva,f9c33ff3-0d00-407f-bf05-87ee190473ba,James Clark,erkak,61,Fermerlik,496861471,17.86,24,2021-04-13,Kechikkan,Fermer,3701686,Andijon,Asaka,302451,4,236,42183
115,Jizzax viloyati - Jizzax,7062dd15-23c3-4197-ba9e-5e4102f2da48,Renee Gray,erkak,18,Ta'lim,23681295,19.57,12,2025-08-10,To'langan,Talaba,59275516,Toshkent viloyati,Olmaliq,348935,3,106,31204
116,Surxondaryo viloyati - Sherobod,65d72f9e-eaea-423a-a40f-d84c5405884d,Melissa Richardson,erkak,26,Biznes,370618494,18.47,36,2023-03-22,Jarayonda,Tadbirkor,91484595,Toshkent shahri,Uchtepa,599036,6,85,57472
117,Navoiy viloyati - Zarafshon,9bfeee68-0246-46a8-827e-4d83e4c4b58a,Kimberly King,erkak,37,Biznes,34474979,11.48,36,2025-07-20,Jarayonda,Tadbirkor,47270184,Buxoro,Buxoro,1000,1,218,59
118,Qashqadaryo viloyati - Kitob,613e25e2-0d24-45db-bd2a-664779b46286,Megan Cook,ayol,32,Biznes,193462826,15.57,12,2023-12-26,Kechikkan,Fermer,97492570,Sirdaryo,Guliston,55176,1,235,4862
119,Samarqand viloyati - Samarqand,2f70035e-a2ce-4297-8f9b-56cd7cc42ae5,Karen Smith,erkak,68,Ta'lim,327768346,20.6,48,2022-08-22,Jarayonda,Talaba,34755180,Navoiy,Zarafshon,20067,1,227,666
120,Xorazm viloyati - Urganch,bf196072-c850-4918-b564-6ba565678bc6,Gary Rivas,erkak,38,Avtokredit,457792331,12.27,48,2022-08-29,Jarayonda,Ishchi,93734088,Samarqand,Kattaqo‘rg‘on,216959,2,117,23327
121,Navoiy viloyati - Navoiy,01ac38ab-c4ae-467b-8374-da1785300e51,Amy Williams,erkak,27,Fermerlik,36401348,24.8,48,2023-03-01,To'langan,Ishchi,7238713,Fargʻona,Marg‘ilon,251803,4,266,15042
122,Samarqand viloyati - Nurobod,60542547-2954-46fc-9bee-873655f863f6,Jennifer Gardner,ayol,34,Biznes,260575520,16.82,12,2022-02-07,Kechikkan,Ishchi,82928484,Xorazm,Xiva,26077,1,243,1762
123,Qoraqalpog‘iston - Taxiatosh,06d05119-ab29-4677-9c14-4678b1472fc1,Ralph Rose,erkak,45,Fermerlik,33039350,15.3,48,2021-10-08,To'langan,Ishchi,79926295,Qoraqalpogʻiston Respublikasi,Chimboy,280515,4,257,13819
124,Surxondaryo viloyati - Sherobod,b7b75da3-b51a-4d0d-8a3b-d481bb851d47,Sydney Keller,erkak,49,Ipoteka,202564024,10.89,60,2020-10-05,To'langan,Fermer,42458581,Navoiy,Qiziltepa,13911,1,247,598
125,Namangan viloyati - Chortoq,1a188f4e-eccd-4e49-83f3-94b1b79b4df1,Daniel Crawford,erkak,21,Fermerlik,386438232,12.34,48,2020-10-09,To'langan,O'qituvchi,86943796,Toshkent viloyati,Olmaliq,348935,3,106,31204
126,Surxondaryo viloyati - Termiz,5b3a0730-5c95-44b1-a8a0-9ac880ea02fc,Keith Scott,erkak,53,Ta'lim,221817967,13.39,48,2023-04-06,To'langan,Tadbirkor,32923326,Fargʻona,Qo‘qon,283539,3,211,26120
127,Navoiy viloyati - Qiziltepa,6733507b-c9d9-4448-9f68-53c1073b2c16,Tracy Hawkins,erkak,19,Biznes,245716314,19.4,24,2022-09-06,Jarayonda,O'qituvchi,57328261,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
128,Qoraqalpog‘iston - Nukus,0003102e-3773-4990-8b76-ee41d09d6731,Stephanie Tanner,erkak,54,Avtokredit,317656568,22.75,48,2023-03-19,To'langan,Boshqaruvchi,66132814,Qashqadaryo,Shahrisabz,32063,0,75,1176
129,Sirdaryo viloyati - Guliston,e956b91c-c2f7-4177-a3af-45cdd86c0de5,Kari Cole,erkak,38,Biznes,51681400,22.01,36,2022-06-30,To'langan,Talaba,92964683,Buxoro,Buxoro,1000,0,218,59
130,Xorazm viloyati - Urganch,41968bd0-fd6a-462a-a43f-0893c9f5b5e9,Beth Anderson,erkak,31,Biznes,397773004,22.52,24,2023-11-11,Jarayonda,Fermer,63294307,Jizzax,Jizzax,78543,1,235,3949
131,Navoiy viloyati - Zarafshon,100b2ab4-6e1d-48bd-8be0-20462a97b0b2,Dr. Kevin Smith,erkak,22,Avtokredit,406377955,18.33,12,2021-04-29,Jarayonda,Tadbirkor,39243993,Buxoro,Buxoro,1000,0,218,59
132,Namangan viloyati - Namangan,86de34c8-754f-45e5-b6db-daacaabffa7e,Jason Coleman,ayol,37,Ta'lim,202952854,13.18,24,2021-08-09,Jarayonda,Tadbirkor,71350378,Surxondaryo,Termiz,162099,2,237,12944
133,Andijon viloyati - Shahrixon,2d54da77-4dc6-48e7-8b60-6e2731b281e0,Laura Gonzalez,ayol,32,Fermerlik,58114996,11.55,12,2024-07-18,Jarayonda,Fermer,48751314,Xorazm,Urganch,236963,2,257,4614
134,Surxondaryo viloyati - Denov,6294eff9-61c0-432e-a4b1-33b287d86038,Alyssa Little,ayol,52,Avtokredit,125967971,21.13,12,2021-11-02,Jarayonda,Talaba,17513128,Qashqadaryo,Qarshi,4115,1,64,91
135,Qashqadaryo viloyati - Kitob,18d05571-a3cf-4bce-b6fb-9e64ca7729dc,Grant Hughes,erkak,64,Fermerlik,398392738,15.08,60,2021-02-05,Jarayonda,Talaba,34537922,Jizzax,G‘allaorol,17080,1,240,1129
136,Farg‘ona viloyati - Marg‘ilon,c7068aed-e744-4b0b-bcc7-84cd2dfb6862,Eric Velazquez,ayol,58,Avtokredit,219180642,19.43,12,2023-06-02,Jarayonda,O'qituvchi,74776039,Toshkent viloyati,Yangiyo‘l,9906,0,127,324
137,Xorazm viloyati - Urganch,c0fbd4bb-0ae3-42a2-8c0a-70b2a344fb8c,Elizabeth Mckee,erkak,19,Avtokredit,99844026,18.26,72,2022-08-30,Jarayonda,Tadbirkor,75604317,Andijon,Asaka,302451,4,236,42183
138,Farg‘ona viloyati - Farg‘ona,d2bf23fd-e362-4bb8-a21e-ba51cc51e500,Marcus Martin,ayol,47,Biznes,417264023,24.17,72,2022-01-20,Kechikkan,O'qituvchi,84663711,Sirdaryo,Guliston,55176,1,235,4862
139,Sirdaryo viloyati - Shirin,a0424395-1765-4349-b0c0-63024ea29cfd,Sydney Flores,ayol,46,Ipoteka,8339086,22.32,72,2024-10-05,Jarayonda,Tadbirkor,53887032,Fargʻona,Qo‘qon,283539,4,211,26120
140,Jizzax viloyati - G‘allaorol,02147778-0665-4184-bc2c-833e42f7a50e,Collin Craig,erkak,21,Fermerlik,425444767,20.84,72,2021-04-01,To'langan,Tadbirkor,8999498,Surxondaryo,Denov,128469,1,219,5813
141,Qashqadaryo viloyati - Beshkent,1d0b859a-b89c-4be3-94b3-2ea6216f2090,Mike Bowers,erkak,58,Biznes,84645660,10.54,24,2024-09-05,Kechikkan,O'qituvchi,49044748,Buxoro,G‘ijduvon,62601,1,233,6501
142,Surxondaryo viloyati - Sherobod,7d6703b1-a6a6-44ee-86f9-2b6fa408441b,Todd Elliott,ayol,40,Ta'lim,74773333,24.67,12,2021-02-27,To'langan,Fermer,45298676,Andijon,Shahrixon,337056,4,228,20126
143,Sirdaryo viloyati - Sirdaryo,4629adc2-407d-4fb6-ad9e-f1b4ff7d4149,Erica Jackson,erkak,59,Ipoteka,435061669,22.59,36,2024-08-05,Jarayonda,Tadbirkor,74900717,Namangan,Namangan,54601,2,222,2839
144,Samarqand viloyati - Kattaqo‘rg‘on,c22c575d-2c4c-4ba7-a98c-fd3ea3a0fcef,Kyle Ferguson,ayol,44,Ta'lim,257520043,16.3,36,2020-12-25,Kechikkan,O'qituvchi,45824790,Andijon,Asaka,302451,4,236,42183
145,Navoiy viloyati - Zarafshon,ab0b21e4-e467-4d9f-a94d-d1ed85e3917c,Troy Mays,erkak,70,Avtokredit,338877788,20.47,36,2022-07-12,Kechikkan,Ishchi,65125400,Fargʻona,Farg‘ona,152849,3,234,5735
146,Buxoro viloyati - Buxoro,540bad2a-385a-4786-b0fd-2acaac88a889,Jon Dillon,erkak,53,Fermerlik,349213777,18.27,72,2023-01-17,Jarayonda,Tadbirkor,60510165,Qashqadaryo,Beshkent,21916,1,78,1784
147,Xorazm viloyati - Urganch,7d6ca6c4-d59c-4ef8-a196-1eabb21b8230,Steven Schneider,ayol,41,Ipoteka,481216941,14.81,60,2024-05-30,Kechikkan,Boshqaruvchi,45848774,Jizzax,Jizzax,78543,1,235,3949
148,Andijon viloyati - Shahrixon,3992c570-e026-4327-a088-9ec3e5ef4436,Loretta Young,erkak,20,Avtokredit,361896503,18.89,24,2024-10-01,Kechikkan,Ishchi,116162,Samarqand,Oqdaryo,212559,3,113,26189
149,Andijon viloyati - Shahrixon,0e74e936-fe4f-4441-873f-44b6fb5ba19d,Jason Greer,erkak,65,Ta'lim,137207511,13.97,72,2025-01-29,Jarayonda,O'qituvchi,64213484,Toshkent shahri,Shayxontohur,680292,7,83,77932
150,Samarqand viloyati - Kattaqo‘rg‘on,992ee4d4-065d-4b89-881c-240059a50c44,Jeremy Hamilton,erkak,38,Biznes,481402115,11.83,72,2025-04-21,Kechikkan,Talaba,23685295,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
151,Namangan viloyati - Namangan,47e8e22b-0ab7-42c8-8cdc-36af13871d23,Kelly Kemp,erkak,18,Fermerlik,475828514,22.42,12,2021-06-02,Jarayonda,Fermer,5838619,Xorazm,Xiva,26077,0,243,1762
152,Surxondaryo viloyati - Denov,d4f775ca-e28b-438c-a7c9-e5f8913b4dfd,Jessica Bowen,erkak,56,Fermerlik,43689157,23.39,60,2025-03-18,Jarayonda,O'qituvchi,30842048,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
153,Namangan viloyati - Chortoq,84d891b4-01df-4d2c-b1d2-0e086fca3ac3,John Robertson,erkak,47,Ipoteka,223371487,17.86,48,2023-01-31,Kechikkan,Fermer,93916988,Samarqand,Samarqand,79667,2,126,9757
154,Sirdaryo viloyati - Guliston,989bdc0b-1172-4d4b-a0ed-0e8f29c1c969,Eric Dawson,ayol,46,Ta'lim,111602120,19.1,72,2025-05-08,Kechikkan,Ishchi,41503458,Jizzax,Do‘stlik,92508,1,249,6524
155,Xorazm viloyati - Urganch,07629d5f-7c0e-4e7c-ba89-78386c137555,Crystal Gilbert,erkak,64,Fermerlik,298855684,17.98,72,2021-10-25,To'langan,Talaba,95621904,Namangan,Chortoq,210264,2,236,9822
156,Samarqand viloyati - Nurobod,a037d601-3c75-4195-934e-4a09c6bcf71f,Cynthia Ryan,erkak,31,Avtokredit,230788415,22.19,48,2021-04-23,To'langan,O'qituvchi,28433972,Namangan,Namangan,54601,2,222,2839
157,Jizzax viloyati - Do‘stlik,f915679c-3d26-4da7-a036-1494049ee5d6,Patrick Yu,ayol,24,Ipoteka,475580637,24.49,72,2023-04-21,To'langan,O'qituvchi,22315661,Toshkent viloyati,Chirchiq,373498,5,131,24067
158,Surxondaryo viloyati - Termiz,4263865f-0cd1-43be-b1a2-5eaf0b98732b,Tiffany Conrad,ayol,56,Biznes,436928769,24.0,36,2022-07-12,Kechikkan,Fermer,90598458,Surxondaryo,Termiz,162099,3,237,12944
159,Navoiy viloyati - Qiziltepa,8a7d68e5-840f-4b56-9a85-8c12280e3632,Jeffrey Lozano,ayol,70,Fermerlik,338441354,19.77,12,2022-09-08,To'langan,Ishchi,25596292,Toshkent shahri,Sergeli,193458,3,98,4762
160,Toshkent viloyati - Bekobod,fcc6cd46-61ad-4a2a-8799-b0163dee0c06,Julie Sutton,ayol,49,Ipoteka,235141284,20.81,72,2022-12-13,To'langan,Tadbirkor,85277766,Sirdaryo,Shirin,77686,1,255,9183
161,Xorazm viloyati - Yangibozor,d750f3d4-a68b-485e-9643-6a459f6d82b6,Edward Spencer,erkak,25,Avtokredit,418564437,21.38,72,2024-11-14,Kechikkan,Ishchi,18517969,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
162,Qashqadaryo viloyati - Qarshi,b6159809-204c-4896-929d-20e2231098b0,Matthew Arnold,erkak,42,Avtokredit,460033265,22.2,60,2022-02-05,Kechikkan,Fermer,36662198,Toshkent viloyati,Olmaliq,348935,3,106,31204
163,Farg‘ona viloyati - Farg‘ona,b83e862a-aff6-4f50-a48a-1eb9a16639b3,Kristina Cole,erkak,55,Ta'lim,372541981,14.57,48,2025-04-14,Jarayonda,Boshqaruvchi,9060755,Xorazm,Urganch,236963,2,257,4614
164,Sirdaryo viloyati - Shirin,99e4dfba-fbf2-428a-b298-5519fa79b35b,Frank Ortega,erkak,24,Ta'lim,129734123,15.43,48,2025-02-28,Kechikkan,Tadbirkor,26594053,Navoiy,Zarafshon,20067,1,227,666
165,Farg‘ona viloyati - Qo‘qon,824ffb76-1a96-44d6-922a-5073be821bcb,Ariel Austin,erkak,29,Biznes,370213676,21.05,48,2023-08-30,Jarayonda,Ishchi,97613888,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
166,Navoiy viloyati - Navoiy,b29a3f99-a209-402e-a2b3-580a52f86e4f,Ashley Hernandez,erkak,24,Ta'lim,113789891,10.41,48,2020-10-25,Jarayonda,Tadbirkor,30405493,Fargʻona,Marg‘ilon,251803,4,266,15042
167,Buxoro viloyati - Buxoro,5ab89ec2-f5be-4e70-a68c-5324eefdb25f,Donald Thomas,erkak,24,Ipoteka,301858848,19.99,72,2021-12-09,Jarayonda,Boshqaruvchi,15260862,Jizzax,G‘allaorol,17080,0,240,1129
168,Xorazm viloyati - Urganch,e059a285-06b5-49f7-a713-495fb090ad53,Anita Jones,ayol,64,Avtokredit,219456342,18.86,24,2023-01-28,To'langan,Boshqaruvchi,17443819,Qashqadaryo,Beshkent,21916,0,78,1784
169,Sirdaryo viloyati - Sirdaryo,e80f6b9b-ffb2-4b91-9cc8-b820eab40714,Joseph Adams,ayol,57,Ta'lim,147646859,17.8,24,2022-04-09,Jarayonda,O'qituvchi,17866239,Namangan,Pop,440092,4,239,25049
170,Qashqadaryo viloyati - Koson,cd730baf-ae47-402f-b368-76169a6c85c3,Robin Williams,erkak,30,Fermerlik,449284310,18.87,48,2024-05-15,To'langan,Talaba,39406692,Qashqadaryo,Kitob,16310,1,77,1493
171,Namangan viloyati - Namangan,f86ac47d-19ec-40dc-9262-85dec3146796,Thomas Reid,erkak,32,Fermerlik,139353509,23.56,60,2022-03-29,Kechikkan,Boshqaruvchi,51301639,Samarqand,Nurobod,41107,1,127,1459
172,Jizzax viloyati - Do‘stlik,c08b4f32-d05b-4839-ab7d-4ad76197b853,Tamara Evans,erkak,59,Fermerlik,403949725,24.1,60,2024-11-23,To'langan,Boshqaruvchi,39379206,Qashqadaryo,Nishon,37562,1,54,5248
173,Xorazm viloyati - Xiva,32fa0f14-9df7-4e0a-add5-c4e31dbe3eee,Taylor Walker,erkak,59,Biznes,384996162,24.81,24,2022-01-24,Kechikkan,Tadbirkor,78966494,Samarqand,Toyloq,287007,3,108,31724
174,Toshkent viloyati - Bekobod,02caa010-6e59-4cb0-9b20-76a78b3aa956,Stephanie White,erkak,29,Fermerlik,59103842,12.94,12,2023-07-23,To'langan,Boshqaruvchi,17903375,Samarqand,Nurobod,41107,0,127,1459
175,Qashqadaryo viloyati - Beshkent,053246d8-0ffb-4c7e-967a-dbdddd671abc,Nina Burns,ayol,30,Ta'lim,447823375,11.33,24,2022-04-05,Jarayonda,O'qituvchi,74055861,Toshkent shahri,Yashnobod,1000,0,88,28
176,Qashqadaryo viloyati - Shahrisabz,dcc037a3-7441-4625-817b-115b40f35c41,Carol Payne,erkak,69,Avtokredit,168762691,20.21,36,2025-07-15,Kechikkan,Talaba,35300550,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
177,Sirdaryo viloyati - Shirin,23258259-385f-47d1-b209-7df37ff003ca,James Lowe,erkak,68,Biznes,65021112,11.26,72,2022-03-28,Kechikkan,Boshqaruvchi,86097658,Buxoro,G‘ijduvon,62601,2,233,6501
178,Qashqadaryo viloyati - Kitob,6b51a7f6-3562-405e-ace3-de0554dea367,Natasha Brown,erkak,69,Ta'lim,114589343,17.72,24,2021-01-07,To'langan,O'qituvchi,48451892,Sirdaryo,Guliston,55176,1,235,4862
179,Toshkent viloyati - Bekobod,c71bff46-6007-4512-9c13-82f8183e9fa5,Amanda Cantu,erkak,59,Avtokredit,272707286,18.45,24,2022-09-03,To'langan,Ishchi,85329271,Qashqadaryo,Yakkabog‘,27717,0,77,3060
180,Namangan viloyati - Pop,e4278b69-be3b-498a-98b1-af2ac862fd9d,Amy Baker,erkak,40,Biznes,253805126,12.08,72,2021-06-22,Jarayonda,Talaba,57403572,Fargʻona,Farg‘ona,152849,3,234,5735
181,Andijon viloyati - Andijon,9ce91b09-1514-4ab4-b3a9-0fb3c7616da7,Christina Banks,ayol,64,Biznes,245344527,10.16,60,2024-01-03,Kechikkan,Ishchi,56698690,Namangan,Pop,440092,4,239,25049
182,Xorazm viloyati - Urganch,a815fa47-e2c8-4f98-be7e-56fe2a318c55,Troy Yates,ayol,24,Ipoteka,16259967,10.39,12,2025-06-11,Jarayonda,Tadbirkor,60739655,Xorazm,Yangibozor,315273,4,232,3499
183,Xorazm viloyati - Xiva,330b7866-3f3d-41fc-ab5f-6ed624259297,Shane Valdez,erkak,57,Ta'lim,289410335,16.62,60,2025-03-07,Jarayonda,Tadbirkor,47876676,Surxondaryo,Denov,128469,1,219,5813
184,Jizzax viloyati - G‘allaorol,4bfb2de7-effc-4b39-9b0d-101056c24cd4,Rebecca Preston,erkak,43,Biznes,147057169,11.21,48,2023-05-01,Kechikkan,Boshqaruvchi,82556408,Toshkent shahri,Mirobod,356475,5,104,9667
185,Farg‘ona viloyati - Marg‘ilon,d72aa87c-ba7e-427d-a24b-b821d6791a22,Mary Ingram,ayol,40,Ipoteka,370481150,20.32,48,2023-03-03,To'langan,Talaba,90171670,Namangan,Chortoq,210264,3,236,9822
186,Farg‘ona viloyati - Marg‘ilon,5eb7717e-fb3a-4709-9925-e30c3ddf7dee,Evan Porter,erkak,19,Avtokredit,30603211,13.85,24,2021-03-25,Kechikkan,Fermer,44354348,Qashqadaryo,Yakkabog‘,27717,1,77,3060
187,Xorazm viloyati - Yangibozor,ab2bf500-6bc8-49eb-bda8-c93afdec2cb3,Morgan Dodson,erkak,18,Fermerlik,492667111,21.73,12,2025-07-28,To'langan,Ishchi,56374248,Xorazm,Xiva,26077,1,243,1762
188,Samarqand viloyati - Samarqand,e4488eb9-6d09-46d3-b08e-590372c57990,Mark Pacheco,erkak,60,Fermerlik,200016070,10.07,72,2022-07-17,To'langan,Boshqaruvchi,45173817,Namangan,Pop,440092,4,239,25049
189,Xorazm viloyati - Xiva,55aa032a-3526-4b65-a667-a9ad64f19608,Trevor Patel,erkak,62,Biznes,396511069,24.91,24,2024-04-19,Jarayonda,Talaba,44241162,Surxondaryo,Denov,128469,1,219,5813
190,Andijon viloyati - Andijon,a95f7260-6956-471f-a1d1-6bab42e0b955,Sierra Moore,ayol,37,Biznes,83832077,14.11,60,2021-05-27,Kechikkan,O'qituvchi,76650919,Andijon,Asaka,302451,3,236,42183
191,Qashqadaryo viloyati - Qarshi,d5ded22c-71e4-4246-bd25-718e1133a315,Jennifer Williams,erkak,66,Avtokredit,325560423,19.11,60,2022-02-17,Kechikkan,Ishchi,9213278,Toshkent viloyati,Bekobod,360270,5,102,12267
192,Navoiy viloyati - Navoiy,fb857236-7b2d-4a3c-99c5-119e26a98cce,Robert Thornton,ayol,21,Ta'lim,346251705,20.86,48,2023-08-16,Jarayonda,Fermer,81472865,Qashqadaryo,Beshkent,21916,0,78,1784
193,Andijon viloyati - Asaka,8d049366-37e9-4b92-adf6-2c43514371ec,Caitlin Murphy,ayol,31,Ta'lim,439623539,22.56,60,2022-12-15,Jarayonda,Talaba,839023,Toshkent viloyati,Olmaliq,348935,3,106,31204
194,Toshkent viloyati - Angren,943e3965-6378-4fef-835c-17c6fbfbdcdd,Sarah Johnston,erkak,27,Fermerlik,133957488,15.09,36,2023-04-11,To'langan,O'qituvchi,25945090,Qashqadaryo,Yakkabog‘,27717,0,77,3060
195,Navoiy viloyati - Navoiy,636c23b8-4141-4b75-9ab0-7bc672d1e1a7,Christine Mathews,ayol,36,Fermerlik,401111425,14.14,72,2023-05-12,Jarayonda,Fermer,52209760,Fargʻona,Marg‘ilon,251803,3,266,15042
196,Buxoro viloyati - Buxoro,8d797124-6531-429e-a97a-239d12a1e1a6,Kyle Mercado,erkak,21,Ipoteka,290804523,17.88,36,2022-03-24,Jarayonda,Tadbirkor,40484891,Jizzax,Do‘stlik,92508,2,249,6524
197,Navoiy viloyati - Zarafshon,25e4d4dc-ebe6-4187-8911-f3afc7602f94,Katrina Smith,erkak,32,Avtokredit,138790443,17.24,72,2025-04-25,To'langan,Boshqaruvchi,88734391,Toshkent shahri,Yashnobod,1000,1,88,28
198,Namangan viloyati - Pop,220afd26-8db0-4ac3-926e-eedf1ead482b,Denise Hartman,ayol,43,Ta'lim,47261811,19.67,36,2021-11-27,Jarayonda,Tadbirkor,6345050,Toshkent shahri,Mirzo Ulug‘bek,2171,1,101,261
199,Namangan viloyati - Chortoq,e54623eb-bed0-4842-a758-683199fee16b,Brandon Adams,erkak,23,Avtokredit,395178266,12.06,72,2022-02-01,Kechikkan,O'qituvchi,85190093,Namangan,Namangan,54601,2,222,2839
200,Sirdaryo viloyati - Shirin,300bf485-d184-4631-9539-91d8c25d4d1a,Rebecca Gamble,erkak,36,Avtokredit,201747064,22.99,12,2021-07-15,Kechikkan,Talaba,12929415,Toshkent viloyati,Chinoz,78727,2,127,9337
201,Namangan viloyati - Pop,6eb3e8b8-e852-4e31-93d8-703ea82a4e62,Joseph West,erkak,36,Ipoteka,384132751,21.44,60,2023-11-21,Kechikkan,Tadbirkor,79528907,Samarqand,Pastdarg‘om,105713,1,132,15720
202,Jizzax viloyati - G‘allaorol,0e503e1a-c2dd-4836-84a0-ce1f595a4b89,Taylor Oneal,erkak,35,Fermerlik,202988467,10.66,60,2021-02-20,To'langan,O'qituvchi,49871941,Buxoro,G‘ijduvon,62601,1,233,6501
203,Samarqand viloyati - Nurobod,42eca127-e2c7-4d6a-9bb5-4bc1b55fbbaf,Wesley Martinez,erkak,67,Avtokredit,498782336,21.33,72,2024-03-05,Jarayonda,Boshqaruvchi,70949566,Andijon,Asaka,302451,3,236,42183
204,Andijon viloyati - Andijon,d712a2cc-9600-4b03-8a16-00ab0be0779e,Robert Lewis,ayol,57,Fermerlik,187220958,22.93,36,2024-04-10,Kechikkan,Fermer,70651572,Buxoro,Kogon,49512,0,236,4431
205,Qoraqalpog‘iston - Chimboy,ab2bd1e1-41df-439f-84a6-cb107e3fb92a,Ms. Cassandra Baker,ayol,35,Fermerlik,74036095,20.78,24,2023-06-07,Kechikkan,Ishchi,16759069,Fargʻona,Marg‘ilon,251803,4,266,15042
206,Qashqadaryo viloyati - Kitob,c7d972ea-b3b1-409a-b35a-a67358aff762,Sarah Howard,ayol,42,Ipoteka,316056844,14.45,72,2023-09-21,Kechikkan,Fermer,34423096,Andijon,Shahrixon,337056,4,228,20126
207,Sirdaryo viloyati - Sirdaryo,fcf17a1a-ef49-410d-8296-d40a5f7505a3,Drew Weiss,ayol,52,Avtokredit,460767106,12.15,36,2023-09-05,Kechikkan,Talaba,86943192,Sirdaryo,Shirin,77686,1,255,9183
208,Qashqadaryo viloyati - Shahrisabz,70be8194-ec41-412d-ac86-00438fd2e5d6,Don Kramer,erkak,66,Fermerlik,189147725,13.45,48,2024-06-10,Jarayonda,Tadbirkor,30304125,Jizzax,G‘allaorol,17080,0,240,1129
209,Qashqadaryo viloyati - Shahrisabz,271f8310-5673-4c28-a704-469947db2a2a,Shelly Chavez,ayol,39,Fermerlik,74747785,24.35,60,2024-09-03,Kechikkan,Fermer,95714333,Toshkent viloyati,Chirchiq,373498,4,131,24067
210,Buxoro viloyati - G‘ijduvon,3510d409-b360-46b8-ac61-a1518a17b762,Christine Thompson,ayol,18,Ipoteka,80050754,21.02,12,2022-03-06,Jarayonda,Ishchi,53053465,Jizzax,Jizzax,78543,2,235,3949
211,Namangan viloyati - Chortoq,7258ff81-6b2e-400f-9715-cb0f1034422f,Jo Brown,erkak,52,Fermerlik,369340598,23.59,72,2021-08-21,To'langan,Fermer,36950666,Samarqand,Toyloq,287007,3,108,31724
212,Toshkent viloyati - Chirchiq,c723c936-bcc0-41d0-97ab-ab00f3cb3a09,Megan Turner,ayol,20,Biznes,181241003,15.74,60,2023-07-22,Jarayonda,Tadbirkor,45029899,Xorazm,Urganch,236963,3,257,4614
213,Toshkent viloyati - Angren,2d98aaa7-3106-4282-81a8-77a373209436,Harry Perez,ayol,22,Ipoteka,356450883,21.02,36,2024-01-14,Jarayonda,Ishchi,45091470,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462
214,Qoraqalpog‘iston - Nukus,3997e24a-92fd-4ff0-a6e3-6b29006b3eb6,Cynthia Lynch,ayol,26,Fermerlik,344382294,15.21,48,2021-10-21,Jarayonda,Boshqaruvchi,70758551,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
215,Qashqadaryo viloyati - Shahrisabz,fa1cd049-ca30-4883-932c-7963b34341ea,Robert Daniels,ayol,25,Ipoteka,89939170,19.51,60,2023-11-01,To'langan,Tadbirkor,71233115,Samarqand,Samarqand,79667,2,126,9757
216,Andijon viloyati - Asaka,191b902c-f83c-403e-8552-8f3eb473c384,Sarah Mcclure,erkak,40,Ipoteka,61861183,21.13,24,2022-05-21,Kechikkan,Ishchi,43237846,Qashqadaryo,Koson,6646,1,81,876
217,Samarqand viloyati - Kattaqo‘rg‘on,2ecba184-f7dc-4f2d-b64d-76251af36f0c,Brandon Williams,erkak,48,Fermerlik,286089449,12.29,48,2023-05-20,Jarayonda,Tadbirkor,77981676,Samarqand,Nurobod,41107,1,127,1459
218,Qashqadaryo viloyati - Shahrisabz,953a7641-5247-4dba-a935-5f6b1b07605a,Gregory Adams,ayol,31,Ipoteka,28536767,11.57,12,2022-06-01,Jarayonda,Tadbirkor,49474522,Jizzax,Jizzax,78543,1,235,3949
